header,contents,date
"Piazaa 대구 피아자 / 대구속의 유럽여행... 카페, 대구 브런치 / 대구 서구 카페","#대구루프탑카페 일단 주차장 너무 불편했다 건물 일층 주차장과 뒷편에 하나가 더 있다고 설명되어있기는 하나, 해당 건물에 골프장이랑... 요즘 코로나로 여행 못가는데 여기오면 쬐끔 여행 온 기분 + 나는 테라스는 아직 살-짝 휑한 느낌이었다 아쥬 살짝. 뭐 여기에 더 했으면 조잡할 것 같기도...",2021. 6. 11.
대구서구알루미늄징크 세련된 감각,본격적인 겨울을 맞이해서 겨울여행을 계획하고 계신 분들이 많으실 겁니다. 이번년도는 시국이 시국이다보니 국내여행으로 초점을 두시는 분들도... 대구서구알루니늄징크에서 꿈꾸시는 스타일의 집을 실현시켜 드립니다. 저희는 사용하는 징크는 디자인적으로 고급스러움을 추구하고 있습니다....,2020. 11. 5.
대구 서구 가구 :: 박기호 가구갤러리 투어후기,"대구 서구 가구 :: 박기호 가구갤러리 투어 안녕하세요 애이미입니다:) 아휴 정말 요즘 확실히 쇼파에 빠지긴 빠졌나봐요. 최소 10년은 쓸꺼라 맘먹었는데 지난주 쇼파보러 유천동다녀온 후 계속 눈앞에 아른아른하는 새 쇼파들... 일이있어 나가는날이었는데 1시간정도 빨리 준비해서 쇼파, 침대 등...",2020. 5. 31.
대구 샤스타데이지 명소 이현공원 꽃 구경 서구 가볼만한곳,포스팅하기가 왜이렇게 귀찮은지 ㅋㅋㅋㅋㅋㅋㅋㅋ 제주도 여행 포스팅이 4개 정도 남았는데.. 갑자기 제주도 포스팅을 멈추고 대구 서구 가볼만한곳 포스팅을 하는 이유는?? 바로!!! 제가 작년부터 너무너무 보고 싶었던 샤스타데이지 를 보고 왔기 때문이죠 ㅎㅎㅎㅎ 작년에 너무 보고 싶었는데...,2021. 5. 13.
현대 뉴파워텍 이마트 화물차 차량 밧데리 대구서구 중리동 출장 교체 교환 쌍둥이밧데리,#대구서구밧데리 #대구중리동밧데리 #대구쌍둥이밧데리 안녕하세요~#대구서구밧데리 #쌍둥이밧데리입니다. 10월 시작되는 기분좋은 하루입니다. 10월은 날씨도 선선하고 나들이 가기도 좋고 여행 가기도 딱 좋은 계절이죠~~ 비록 코로나19로 편하지는 않지만 사회적 거리 잘 유지하시면서...,2021. 10. 1.
8년동안 차곡차곡 쌓아 온 노하우 대구 서구 경심재가노인복지센터,우리 어르신들 멋진 배를 타고 여행을 떠나는 꿈 오늘 저녁에 꼭 꿨음 좋겠어요. 마지막 지압매트를 이용하여 편안한 발을 만들어 보는 시간도 가졌어요. 발이 편안해야 몸이 편하니까 이렇게 발 자극을 통하여 혈액순환도 잘 되어 편안한 시간을 만들어 보았어요. 대구 서구 경심재가노인복지센터는...,2021. 8. 31.
"[대구서구투룸]주방분리형 구조,준신축 컨디션,여성전용,월세 저렴하게 나온 평리동투룸",춥지도 덥지도 않은 가을날씨에 여행계획을 잡아 놓으신분들이 많을것 같은데 코로나 조심하셔서 즐거운 시간 되시길 바랍니다~ 오늘은 대구 서구 평리동에 소재를 둔 다가구주택에 투룸 정보를 포스팅 해 드릴려고 합니다. 본 건물에 쓰리룸도 한호실이 공실로 있어 아침 출근길에 접수해...,2021. 9. 30.
대구 사진찍기 좋은 곳. 도심 속 힐링 명소 서구 중리체육공원 꽃무릇,바로 대구 서구에 위치한 중리체육공원 붉은 꽃무릇 사이로 사진찍기 좋은 명소답게 포인트가 되어주는 토끼도 보이고 반려견과 함께 아침 운동... 블로그를 하면서 때마다 철마다 피어나는 꽃들이 어떤 것들이 있는지도 자연스럽게 알아 가고 있는 요즘 코로나로 인해 해외여행은 꿈도 꾸지 못하게...,2021. 9. 13.
대구 서구 자전거 여행 / 달서천 만남의 광장 자전거 대여소 위치 및 안내 - 대구...,"달서천 만남의 광장, 자전거 대여소 대구 서구에는 달서천 언덕으로 해서 산책로와 자전거도로가 매우 잘 되어있는데요. 금호강이 흐르는 신천과 강정보와 연결되어 있어 대구 라이딩 코스로 딱이랍니다. 저희 아빠도 산악자전거로 이 코스를 자주 애용하세요. 특히 요즘 같은 날씨가 좋은...",2020. 5. 27.
"[대구여행] 중리체육공원, 그린웨이 장미원, 서구 퀸스로드 장미명소","볼 수 있어서 참 좋았고 향기가 너무 좋아서 머무는 동안 황홀해지는곳이였어요. 아마, 이번 주말쯤엔 만개하지 않을까싶네요. 장미는 이제 본격적으로 시작되니까 이번 주말 꽃길 걸으러 가보세요! 대구여행 . 대구가볼만한곳 . 대구서구가볼만한곳 대구공원 . 대구산책하기좋은곳 . 대구장미명소",2021. 5. 10.
"데이지, 대구 데이지 명소, 대구 여행, 대구 가볼만한곳, 대구 서구 이현동, 서구 가볼만한곳",관중석 계단 있죠?? 거기로 올라가시면 됩니다!! 그리고 계단으로 올라가셔서 쭉 가시면 데이지 공원이 나와요~ 그럼 모두 건강한 여행되세요~ #대구 #대구이현공원 #대구샤스타데이지 #샤스타데이지 #데이지명소 #대구서구 #이현공원 #대구여행 #대구가볼만한곳 #대구데이트 #대구언택트여행,2021. 5. 8.
대구 서구 이현공원,"이현공원에 아주 초근접한 주요 시설로 서구문화회관이 있습니다 그 외에도 서구청소년수련관, 국민체육센터가 거의 나란히 붙어 있고요. 오늘 지나가다 보니 이현공원 안 구민운동장과 초근접한 곳에 조경 공사를 하는 것을 보니 '서대구 복합지식산업센터'가 준공되어 있었어요. 총 사업비가...",2021. 6. 28.
"대구 서구 맛집 , 토마호크가 맛있는 대구레스토랑 / 마이야르 레스토랑 (MAILLARD)",토마호크 스테이크 예약하고 가서 꼭 드셔요 증말로.. 강추 중에 강추.. ❤️ 주차권 도장도 꼭 꼭 받으시구요 >_< 오빠 꼬셔서 또 가야징 >_< INSTAGRAM @m_junge 대구서구맛집 / 대구 레스토랑 / 대구맛집 / 광장코아맛집 / 대구 레스토랑 맛집 / 대구 두류 맛집 / 두류공원 맛집,2020. 1. 19.
대구서구시니어클럽 공익형노인일자리-'달성토성마을 지킴이',"대구 서구 비산 2.3동 가면 '달성토성마을'이 있다. 도시 중심에 이렇게 보기 좋으면서, 물씬 옛 정취가 살아있는 동네를 만난다는 건 큰 기쁨... 꽃 화분으로 잘 꾸며진 '달성토성마을 골목정원' '노인일자리사업 참여자들은 노년이라고 한가하게 여행하고, 취미생활하시는 분들이 아니다....",2021. 7. 29.
[대구] 서구 내당동 감성카페 일오일,46-2 1층 - 매주 일요일 휴무 - 09:00 ~ 21:00 - 주차는 골목길에 했음 - 안에 화장실 있음 - 인스타그램 http://instagram.com/_iloilcoffee #내돈내산 #대구카페추천 #대구서구카페추천 #대구서구신상카페 #대구신상카페 #내당동카페 #대구서구감성카페 #카페일오일 #일오일크림라떼 #대구크림라떼 #대구여행,2021. 9. 2.
[대구 / 서구예방접종센터] 화이자 백신 1차 접종 후기,"1시쯤 '대구 서구 예방접종센터'인 서국국민체육센터 주차장에 도착했는데, 주차장에는 차를 주차할 수 없어서 급하게 차를 돌려 골목길에 주차를... 친구들이랑 여행다녀온 오빠랑 같이 저녁먹기로 결정~! 고기를 많이 먹고 힘내야하니깐 이 날 저녁 메뉴는 양고기 >< 우리가 간 곳은 히츠지...",2021. 8. 24.
대구 서구 수성구 남구 동구등 대구 시내에서 콜밴타고 인천공항 이용해 가는 방법,대구 서구 수성구 남구 동구등 대구시내에서 콜밴타고 인천공항 이용해 가는 방법 콜밴타는 여행은 대구시내 서구 남구 수성구등 인천공항 직항 콜밴 입니다 가을 장마의 영향으로 전국적으로 비가 많이 옵니다 비오는날은 운전하기 어렵지만 속도를 줄이고 안전거리 충분히 확보하고 더욱 신경써서...,2021. 8. 23.
대구 동구 서구 / 원어민 영어회화 수업 찾으시나요? 클릭!,"안녕하세요 :) #대구 #동구 #서구 지역에서 #원어민 #영어회화 수업을 연결해드리는 영어학습 매니저 Angela 입니다. <<< #원어민수업 찾는 이유?... and #여행영어 과정 and #뉘앙스 #관용구 등 #이민 #유학 대비 과정 다양하죠? :) 영어교사자격증 소지한 수업리드, 발음 우수한 원어민강사님과 즐겁게...",2021. 10. 8.
대구 서구 막창 - 구공탄막창 형님본점 / 쯔양 맛집 / 주차,이것만 먹으러 대구까지 간다면 노우노우 하겠지만 여행 온김에 2차로 먹으러 가긴 좋을거 같다. 근데 술 없이 먹으면 끝으로 갈 수록 느끼하다 ㅠㅠ 두명이 3인분 먹어도 배부르진 않았지만 느끼해서 추가로 못 시켰다. 먹고 집 가는길에 오빠는 빅맥세트를 먹었다는 사실 쯔양은 유튜브에서 혼자...,2021. 8. 31.
정원에서 하는 힐링과 추억여행! 다양한 볼거리 가득한 대구 서구 힐링명소 <달성토성마을>,"복잡한 대구 도심 한복판에 위치한 우리 마을이 아름다운 정원이 된 대구 서구 가볼 만한 곳, 힐링명소 달성토성마을을 소개합니다. 좁은 골목길을 따라 걷다 보면 옛 추억이 새록새록 피어나는 행복했던 그때 그 시절 과거로의 시간여행이 시작되는데요, 저도 오랜만의 방문이라 들뜬 마음으로...",2021. 4. 8.
"대구서구한의원 사고 후 뒤늦게 생긴 통증 입원실에서 치료해요(평일야간, 일요일진료)","대구서구한의원 사고 후 뒤늦게 생긴 통증 입원실에서 치료해요(평일야간, 일요일진료) 최근 여름이 다가와 교통량이 증가하고 있습니다. 게다가... 또한 최근 해외 여행이 어려워지면서 국내 여행객의 수가 늘어나고 있습니다. 이 현상 역시 코로나19 감염병으로 인해 발생한 현상입니다. 국내...",2021. 7. 26.
대구 서구 이사 후 가구 수거,"코로나로 인해 여행이 아니더라도 휴식 취하는 것도 참 좋은 것 같아요! 대구 서구 이사 후 가구 수거 이번 포스팅은, 대구 서구 이사 후 가구 수거 현장입니다. 이번 고객님께서는, 이사 가시면서 버리시는 소형 가전 및 가구들 폐기를 요청하셨습니다. 이사 가시면서, 오래 사용하셨거나 새 집의...",2021. 6. 23.
대구서구렌트카 집앞배차반납,저희대구서구렌트카 에서는 집앞배차 해드립니다 반납또한 집앞에서 전화주시면 저희가 찾으러 간답니다 편하게 이용하세요 대구서구렌트카... 즐거운여행 다녀 오세요 전차량 옵션좋아요 모든차량 네비게이션 후방카메라 블랙박스 하이패스 블루투스 등 인기 옵션은 모두 되어있습니다...,2021. 7. 24.
<대구 도심 속 공원 놀이터> 북구 신기공원 놀이터 VS 서구 이현공원 놀이터,"대구 서구 이현공원 놀이터 아이가 제 시야에서 항상 보여서 마음이 편했어요. 5세 미만 아이들이 놀기에도 좋아요. 공원 옆, 공원 뒤 산책로가 너무... 코로나로 인해 실내 놀이터도 못가고 그리고 다른 지역으로 여행하기도 힘든 요즘 가까운 도심 속 놀이터에서 아이들과 즐거운 시간 보내는 건...",2021. 4. 14.
대구광역시 서구 평리동 서대구역영무예다음 대구 북구 침산동에 있는 모델하우스...,저는 #에이형독감 이후 아직도 기침을 하고 있어서 약을 먹고 요양중입니다 이렇게 있고싶지않고 여행도 가고싶고 놀고도 싶고 하고싶은게 많은 일인인데요 몸조리 잘해서 빨리 나아야겠어요 다들 감기 조심하세요 2023년 3월 입주하는 1.418세대 #대구광역시 #서구 #평리동 #서대구역영무예다음...,2020. 1. 12.
"[대구화실] 취미로 그리는 그림 - 수채화, 아크릴화 원데이클래스 (서구 평리동)",대구 서구 평리동에 위치한 두리미술관에서 원데이 클래스를 안내해드립니다. 그림을 하루만에 완성해서 가져는것도 엄청 뿌듯한 일이지만... 수강생 작품 과정 여행에서 찍어온 사진을 보면서~ 그때의 추억도 회상하고... 그림도 그릴 수 있어서 좋아요~ 사진을 자세히 보면 볼 수록 많은 색을...,2020. 6. 14.
대구 서구 : 국민마늘치킨 서남시장,국민마늘치킨 주소 대구광역시 서구 당산로 47길 48 전화번호 053-565-3147 영업시간 매일 15:00 - 05:00 포장 배달 * 네이버 지도를 참고 하였습니다.... 좋네 감포 여행 잘~~ 하고 치킨이랑 똥집튀김도 잘 먹었셔 너무 좋았숨 : ) #대구맛집 #대구서남시장맛집 #서남시장맛집 #대구국민마늘치킨 #국민마늘치킨,2021. 8. 19.
[대구여행]5월 대구 날씨에 샤스타데이지가 피어난 서구이현공원,"도심 속 공원, 공원 속 데이지 언덕 계란후라이꽃 샤스타데이지 이현공원 주차장 대구 서구 문화로 96 서구구민운동장을 가로질러 계단을 올라 서구청소년수련관 방향으로 걸어가다보면 바로 나옵니다! 버스를 타고온다면 서구수련관에서 건물 뒷편으로 가는게 더 빠를 수도 있어요!...",2021. 5. 3.
대구 피아자 내돈내산 브런치 후기 / 서구 평리동 유럽느낌 정원이 있는 카페,+ 휴양지 온 것처럼 밀짚모자에 화려한 의상을 입고 오신 손님이 사진 찍는 거 봤었는데 확실히 여행 온 것 같아서 사진이 잘 나올 것 같았어요... 추천 #대구피아자#대구피아자카페#피아자#대구평리동카페#평리동피아자#유럽풍카페#대구브런치#대구핫플#대구piazza#대구서구카페...,2021. 8. 25.
[8년 전 오늘] 대구..서구 비산1동의 추억(방탄소년단 뷔의 고향),"8년 전 오늘 대구..서구 비산1동의 추억 동구 효목동에서 살다가 비산동으로 이사왔던게 7살때, 당시 효목동의 동광 유치원에 다니다가 비산동으로... 프로이 블로그 다들 옛동네 검색해서 찾으시나봐 어찌들 알고 찾아오셔서 함께 댓글로 추억여행~~ 비산동.. 날뫼산(비산) 그리고 원고개시장.....",2021. 8. 5.
대구 서구 공연 / 코로나19극복을 위한... 무료 공연 공원 속 음악여행 '뮤지컬 갈라쇼',대구 서구 공원 속 음악여행 뮤지컬 갈라쇼 1차는 대구 서구 명소 이현공원 잔디광장에서 열렸는데요. 잔디광장은 서구문화회관 뒤편 언덕 부분에 위치하고 있어요. 14시 공연인데 조금 일찍 도착했더니 준비가 한창이었어요. 좌석도 군데군데 띄어서 마련해놨더라고요. 시간이 남아...,2020. 11. 19.
*대구여행 - 서구그린웨이 꽃무릇(9.17),비가 많이 오는것 같더니 오전 중에 그쳐 분유먹고 산책다녀왔어 주변 도로에 주차하면된다고 알고있는데 추석 전이라그런가... 와 동네한바퀴 다 돌았는데 없어서 퀸스로드에 유료주차했어요 30분 무료에 추가시 요금이 붙더라구요 가격이 기억안나서 ㅜㅜ 정보가 없어요 퀸스로드를 둘러싼...,2021. 9. 17.
대구 서구 맛집 우복당; 쭈꾸미 삼합 철판 볶음 추천!,"포항 여행을 다녀온 뒤, 저녁을 먹어야 해서 어디서 먹어야 하나 고민 중에 친정 엄마께서 추천하신 우복당에 가보게 되었어요. 그날은 쭈꾸미 삼합과 국밥을 먹었는데 이번엔 엄마와 둘이서 다시금 생각나 다녀오게 되었답니다! 다시 맛봐도 넘넘 맛있었던 쭈꾸미 삼합 소개해 볼게요. 대구 서구...",2021. 10. 4.
대구 서구 평리동 / 피아자 PIAZZA,대구 서구 평리동 피아자 R층 11:00 ~ 18:00 월화 휴무 노키즈존 주차가능 여기 한국맞아? 들어가자마자 고급져 통유리라서 햇살도 바로 들어오고... 더위를 뒤로하고 남긴 사진 예쁘게 사진남기고싶고 해외여행가고싶을때 대리만족하고싶을때 찾으면 좋고 특별한 날 데이트 모임 장소로도 딱인 피아자,2021. 7. 27.
[대구/내당동 맛집] 웍 / 서구 중화포차 감성술집,대구 감성술집 중화포차 웍 추천합니당 ❤️ 오늘도 제 블로그 찾아주시고 제 글 읽어주시구 댓글까지 달아주시는 잇님덜 나그네님덜 모두모두 감사드려용 행복한 토욜 보내세용 뿅 #대구여행 #대구맛집 #서구맛집 #내당동맛집 #반고개맛집 #대구술집 #서구술집 #내당동술집 #반고개술집...,2021. 4. 10.
대구서구카니발렌트 ★ 집앞배차 반납 서비스,속도제한 110키로 있습니다 참고하세요 올뉴카니발9인승 대구서구렌트카에서는 승합차량 부터 승용차 전차종 보유중입니다 렌트카 문의는 빠른배차 꺠끗한차량 옵션빵빵 저렴한 대구서구렌트카 에서 상담 받으시고 기분좋은 여행 다녀오세요 감사합니다 ♥ 대구서구렌트카 문의 T.010-9320-5555,2021. 8. 7.
대구 서구 내당동 유지력 좋은 네일샵 해롯네일 봄네일,요렇게 이쁘게 봄네일하고 여수여행도 잘 다녀왔네요. 대구 서구 내당동 유지력 좋은 해롯네일 내당도 홈플러스 2층에 위치하고 있어서 주차는 홈플러스 주차장 이용하시면 되니 너무 편하더라구요. #해롯네일 #내당동해롯네일 #봄네일 #서구네일 #해롯네일홈플러스내당 #내당동네일 #내당동네일샵,2021. 3. 4.
"[서구카페] 대구 속 작은 정원, 브런치 카페 '피아자(Piazza)'","대구평리동맛집 #대구평리동카페 #대구달서구카페 #대구달서구맛집 #대구브런치카페 #대구샌드위치맛집 #대구브런치맛집 #서구피아자 #피아카페 #카페피아자 #피아자브런치 #대구루프탑카페 #대구루프탑카페추천 #piazzacafe #cafepiazza ▼ henszs의 대구 맛집, 카페, 국내여행 이야기 둘러보기 ▼",2021. 8. 25.
[물여행] 상리공원 / 서구여행 / 산책공원 / 스포츠,"1,250m 대구광역시 서구 보건소 혼자서 사색하면서 즐겨도 좋고 함께 걸으며 이야기 나눠도 좋은 녹색 산책로입니다. 많은 분들이 상리공원을 방문하는 이유 중에 하나가 이 산책로 때문이라고 합니다. 숲속을 걸으며 녹색 싱그러움 만끽하며 힐링타임을 가질 수 있습니다. 물여행은 달구벌 맑은...",2020. 5. 30.
[대구/서구]맛있는 대창전골의 맛!!진미식육식당(일기쓰기 8일차),간만에 여행동아리 아재들을 보기로 하고 이번엔 릭재 집들이 핑계로 침산동에서 만나기로 한다. 술집은 많지만 딱히 갈만한 곳이 없어서 어딜갈까 하다가 윤우옹의 추천으로 가게 된 곳은!! 윤우옹이랑 만나서 택시타고 30분 걸려서 도착!! 신천동로-칠성시장 경로로 오면 안 막히고 빠른데 그냥...,2021. 5. 28.
대구 서구 가볼만한곳 / '원하는 대로 동네 만들기' 원대동 4색 힐링길 감성 여행,"10월에 완공 예정인 음악타운의 조감도입니다. 원대동 힐링길과 함께 서구의 또 다른 메카이자 원대동의 자랑이 될 것이라는 생각이 듭니다. 어느덧 봄바람이 느껴지는 요즘, 대구 서구 가볼만한곳 원대동 힐링길에서 추억과 감성에 젖는 골목 투어 어떠신가요?",2021. 3. 7.
대구 서구 언택트 산행 / 가벼운 등산코스로 딱! 와룡산 손자봉 & 할아버지봉,"여기에서 더 나아가면 와룡산의 마지막 용미봉까지 도착할 수 있습니다. 서구 와룡산의 재미있는 이름이 붙은 두 봉우리였습니다! 코로나19로 야외생활과 여행이 힘들어진 요즘, 답답한 마음도 달랠 겸, 건강도 챙길 겸 대구 서구 명산 등산코스 이용하셔서 조금이나마 힐링하시길 바랍니다:)",2020. 12. 18.
대구 서구 비산도서관 겨울방학 특강 / 집콕 취미만들기! 라탄공예 강좌 배워서...,"대구 서구 비산도서관에는 그림책 속으로 풍덩, 실생활 일본어 회화, 놀면서 배우는 한국사, 천아트 꽃그림, 원어민과 함께 하는 여행 중국어 등 다양한 문화강좌가 개설되어 신청을 받고 있어요~ 안타깝게도 지금 대부분의 강좌가 정원을 초과해서 대기자를 받고 있답니다. 이번 강좌를 신청...",2021. 2. 22.
대구 서구 걷기 좋은 길 / 서구 산책로 달성토성 서문 둘레길,"대구 서구 걷기 좋은 길 중 관절에 큰 무리를 주지 않으면서 자연을 느낄 수 있는 #산책코스 가 있는데요. 바로 #달성토성 #서문둘레길 입니다.... 달성토성 서문 입구에는 발열, 호흡기 증상이 있거나 14일 이내 해외여행을 한 관람객은 출입을 자제해 달라는 현수막과 손 소독기가 비치되어...",2020. 6. 12.
대구 서구 강좌 / 배움을 향한 순수한 열정이 활활! 비산도서관 <실생활 일본어회화...,"안녕하세요, 대구 서구청 6기 블로그기자단 백은영입니다. 작년 한해 코로나로 인해서 많은 문화강좌들이 취소되거나 인원을 축소해서 소수... 현재 진행되고 있는 수업들을 살펴보면 책 읽기와 독후활동, 놀면서 배우는 한국사, 천아트 꽃그림, 영어 그림책 수업, 원어민과 함께하는 여행 중국어...",2021. 4. 5.
대구 전시 / 서구문화회관 6월 The 3column展. 미술로 만나자(~6.27),"안녕하세요, 대구 서구청 6기 블로그기자단 김유성입니다. 대구 서구문화회관에서는 6월 18일(금)부터 27일(일)까지 10일간 The 3column展 ‘미술로... v=SDoRnw2-OPc&t=36s 전시실 안으로 들어가니 이성철, 김효영, 김승연 3명의 작가의 작품들이 한눈에 들어왔는데요, 코로나19로 멀리 여행 가거나 사람들...",2021. 6. 22.
대구 서구 도서관 / 다채로운 행사가 가득한 서부도서관 소개!,"서구지역 취약계층 단체와 연계하여 찾아가는 독서문화 프로그램 운영하고 있는데요, 2018년 대구 서구지역아동센터협의회(34개 센터)와 업무협약을 맺어 매년 방과 후 독서문화 프로그램(과학 책과 함께하는 4차 산업혁명, 꼬불꼬불 미로 역사여행), 방학 특강 프로그램(동시로 만나는 아이들...",2021. 7. 7.
대구 자전거 타기 좋은 곳 / 서구 달서천 자전거 도로에서 자전거 대여부터 라이딩까지...,"대여료 1,000원으로 5시간까지 이용가능하니 너무 좋은 것 같아요. 주말에 가족들 다 함께 자전거 대여해서 라이딩해도 좋은 추억으로 남을 것 같아요. 가족이나 연인 친구들과 함께 달서천 자전거 여행 한번 떠나보세요~~ ※문의 - 전화 : 053-663-3564 - 주소 : 대구 서구 달서천로 199 (비산동 838-1)",2021. 6. 22.
