header,contents,date
"의정부시 캐릭터 의돌이·하기, SNS 활동 본격 개시",경기 의정부시는 다양해 진 소셜미디어 환경에 적합한 SNS홍보용 캐릭터로 ‘의돌이’와 ‘하기’의 개발을 완료했다고 5일 밝혔다. 의돌이와... 하기’는 의정부시가 시민들과 친밀한 소통을 위해 개발한 캐릭터로 600년전 과거에서 의돌이와 하기가 함께 의정부로 날아와 시간여행을 한다는...,2021. 1. 6.
의정부 음악극축제/ 경기 의정부시,https://in.naver.com/seoul-lee1m & ▶이니셜 영문 무료로 새겨 드려요◀ https://post.naver.com/seoul-lee1m?isHome=1 의정부 음악극축제 2020 경기 의정부시 의***********회 ※ 코로나바이러스감염증-19 공지사항 ※ 내용 : 기존 5월 축제 → 8월로 연기 → 코로나바이러스감염증-19 여행정보 변동사항...,2020. 8. 10.
[경기/의정부] 의정부시 스탬프투어 후기(2) - 스탬프 획득 STORY,혼자 여행] 21.08.14(토) [DAY 1] 컬링장 > 실내체육관 [스탬프 2개 획득] ① 의정부 컬링장 : 스탬프 투어 안내판이 있길래 QR코드로 획득! (에러인지... '행복로' 스탬프도 같이 획득됬다..ㅎㅎㅎㅎㅎ 개이득....ㅎㅎ) 컬링장에서 실내체육관 걸어가는 길! 의정부 시내랑 확연히 다른 풍경. ② 의정부...,2021. 8. 16.
[경기 의정부시] 밀천지,내일은 가족 여행 가는 날. 그래서 의정부 코스트코에 가서 장 봤다. 그 전에 근처 밀천지라는 식당에서 점심을 먹었다. 의정부 코스트코 근처 상가에 있는 식당! 칼국수랑 버섯전골을 판다. 약간 등촌..? 느낌이랄까. 상가에 들어가다가 귀여운 카드 병정이 있어서 같이 찍었다. 귀찮아서 아무거나...,2020. 7. 30.
[경기/의정부] 의정부시 스탬프투어 후기(1) - 스탬프 획득 방법 및 어플 조작 팁,"(feat.의정부 언택트 여행/ 의정부 뚜벅이 여행/ 의정부 혼자 여행) ■ 어플 다운로드 : 스탬프팝 - 의정부시 스탬프투어 어플이 따로 있는 건 아니고, '스탬프팝'이라는 어플로 이용! ■ 스탬프 획득하는 법 (+유의사항) - 메인화면 왼쪽상단(★표시) '동글뱅이 아이콘'을 누르면, '스탬프 찾기...",2021. 8. 16.
[경기도민기자단] 나랑 별 보러 가지 않을래? 도심 속 별자리여행! 의정부 천문대,도심 속 별자리 여행! 오늘 저와 함께 떠나보실까요? 의정부 시내에 위치한 의정부 천문대는 2019년 11월 11일 개관했습니다. 기존 의정부... 의정부 천문대 운영 시간 경기 의정부시 부용로214번길 51-81 화요일 ~ 토요일 14:00~22:00 ☎ 031-828-8656 ▼ 의정부 천문대 가는 길▼ ▼ 의정부 천문대...,2021. 3. 29.
[주간왁자글] 의정부시 8월 셋째주 소식 모음,15.(수) 19:00~21:00 김선주 작가 강연 <여행으로 치유하는 코로나 블루> 성인 20명 여행의 의미를 돌아보고 여행으로 자신을 브랜딩하기 9. 25.... kr) 경기도 공공배달앱 '배달특급' 가맹점 모집 의정부시상권활성화재단 ￭ 모집기간 : 상시모집 ￭ 신청방법 : 온라인 신청 ￭ 필요서류...,2021. 8. 19.
의정부시 백석천 투어,의정부시의 크고 작은 하천들은 모두 중랑천으로 모여들어 큰 물줄기를 이루며 구비구비 흘러 서울쪽으로 흘러 한강과 만나 서해에서 긴 여행을... 의정부시는 이곳을 돌려 받아 경기 북부 유일의 평화통일 테마공원을 조성하였습니다. 광장에는 정전 60주년을 기념하여 베를린장벽과 시 승격 50주년...,2021. 9. 6.
[주간왁자글] 의정부시 8월 첫째주 소식 모음,"홈페이지, 경기지역화폐 앱) ※ 백화점, 대규모점포, 본유흥주점, 사행성 게임장, 연매출 10억 이상 점포, 온라인몰 제외 ￭ 문 의: 콜센터 ☎ 1899-7997 / 의정부시청 일자리경제과 ☎ 031-828-2915 대한민국 방방곡곡 여행박람회, 의정부시 참가 안내(8.13.~8.16.) 문화관광과 <박람회 개요...",2020. 8. 6.
일미만두 만두전골밀키트로 꿀맛 여행,"칼국수 사리 다데기 언젠가 직접 한번 가보리 의정부 만두전골 맛집 일미만두 여행갈때 밀키트로 완전 굿입니다 캠핑템 픽 일미만두 호원본점 위치 : 경기 의정부시 평화로 311 프리미엄 만두전골 밀키트가 있던데 요것 매우 궁금, 다음번 pick #캠핑용밀키트 #캠핑전골 #만두밀키트 #만두전골밀키트...",2021. 8. 16.
의정부 여행 : 경전철 / 부대찌개거리,"허기숙할머니 원조오뎅식당 의정부본점 주소 : 경기 의정부시 의정부1동 220-58 영업시간 : 매일 08:30 - 21:30 연중무휴 전화번호 : 031-842-0423 대한민국 최초 부대찌개 1호점 / since 1960 ...⭐️ 의정부찌개거리 입구에 있는 오뎅식당은 간판도, 내부 인테리어도 20년 전 개조한 그대로라고 해요....",2021. 7. 6.
의정부 여행 : 장인한과 + 스탬프 투어,그런의미에서 팝이가 아주아주 핫한 아이템을 데리고 왔어요 장인한과 주소 : 경기 의정부시 신촌로 63번길 30-5 전화번호 : 031-876-7081 영업시간 : 평일 오전 10시30분 ~ 12시 / 오후 4시30분 ~ 6시 (주말 휴무) 홈페이지 : https://www.instagram.com/ujbjts/ 바로바로 ~ 요즘 약켓팅이라 불리우는...,2021. 8. 17.
이름값한 민락동 맛집 리스트,"휴게소에 있어 여행 온 기분도 낼 수 있는 민락동 맛집이 집에서 가까워 얼마나 다행인지 몰라요. 웬만한 음식이 다 입에 맞는 엄청난 스팟이라 조만간 재방문해 보려고 합니다. 2. 매짬 주소 : 경기 의정부시 태평로 8 2층 전화번호 : 0507-1402-5408 영업시간 : 10:00 ~ 22:00 메뉴 : 매운짬뽕(9,000원) 매짬...",2021. 8. 23.
"가을처럼 풍성한 책의 향연! 이색 도서관 4 :: 남양주 정약용도서관, 의정부 음악도서관...","위치 : 경기 의정부시 장곡로280 운영시간 : 10:00~21:00(평일) 10:00~18:00(주말) 매주 월요일, 법정공휴일 휴무 *사회적 거리두기 4단계 실행 동안 평일... 위치 : 전북 완주군 삼례읍 삼례역로 68 운영시간 : 매일 10:00~18:00 태안 민병갈식물도서관 사진제공 여행작가 채지형 충남 태안에 식물의 역사와...",2021. 9. 9.
이끌렸던 의정부 맛집 리스트,"며칠전 미국 여행 떠났을 때 먹었던 음식들이 너무 생각나서 폭풍 검색 끝에 엄청난 의정부 맛집을 찾았어요~! 정통 바비큐와 수제맥주... 백스비비큐 메뉴 : 맥앤치즈, 미트플래터, 스페어립플래터, 맥주 주소 : 경기 의정부시 시민로121번길 74 번호 : 031-840-9235 영업시간 : 매일 12:00 - 23:00 이날...",2021. 8. 25.
의정부 시티투어 버스 타고 알찬 당일여행 코스,짧은 시간과 비용으로 해당 지역을 알차게 여행할 수 있어 호응이 좋은 여행상품인데요. 행복도시 의정부에서도 올해 5월부터 20회 시티투어를... 의정부 컬링경기장 운영시간: 평일 07:00 ~ 22:00 경기 의정부시 체육로 90 031-837-6656 '누구나 즐길 수 있는 컬링게임!' 2018년 3월 29일 개장한 국내...,2020. 11. 13.
비대면 스탬프 여행 : 의정부 가볼만한 곳,"여러분들이 기다리셨을 이번주 포스팅은 ~ '의정부 제일시장' 입니다 ❣️ 의정부 제일시장 주소 : 경기 의정부시 시민로121번길 43-2 전화번호 : 031-846-2617 주차 : 30분당 1,000원 의정부하면 부대찌개도 유명하지만~ 제일시장은 타지에서도 놀러올만큼 유명하답니다 ❕ 물론 지금...",2021. 6. 8.
의정부 시티투어 버스로 다녀온 의정부 당일치기 여행 5곳,"의정부 시티투어 버스로 다녀온 의정부 당일치기 여행 출발해 볼까요~~~ 1. 의정부 컬링장 주소 : 경기 의정부시 체육로 136 의정부 컬링경기장 전화 : 031-837-6686 의정부 시티투어 첫 번째 코스는 의정부 컬링장입니다. ""영미~영미~~~~"" 컬링을 잘 몰랐던 일반인들도 이렇게 컬링이 재미있는 경기였어?...",2020. 11. 19.
의정부시에서 코로나19 극복을 위한 시민들의 응원 메시지를 전달합니다 (2탄),사회적 거리두기로 인해 생활의 불편함을 넘어 불안감이나 위기감을 느끼기도 하는 이 시점에 조금 더 힘을 내자는 의미에서 의정부시민의... 호원동에 거주하는 황은찬 청년은 '자유롭게 여행하고 싶다!!'라는 희망 메시지를 주었습니다. 얼마 전에 전역을 하고 요즘은 산책과 운동을 많이 하고...,2020. 9. 14.
의정부시금오동원룸월세 성모병원앞 신축 풀옵션 주변 인프라 최고,"해로운, 유해한 사진 오늘의 속담 橫步行好去京 ▶ 모로 가도 서울만 가면 된다. 원미연 - 이별여행 (1990年) 미래공인중개사사무소 경기 의정부시 금오로 108 (금오동) 1층 | 공인중개사: 조영호 전화 : 031-844-4500 | 휴대전화 : ***-****-**** 홈페이지: http://www.bang-moa.co.kr/product/view/81335",2021. 1. 11.
도봉 가볼만한곳 서울 지하철 여행 서울창포원 등 3,"서울 지하철 여행 1, 7호선 도봉산역 도봉산역은 서울 최북단에 위치한 철도역입니다. 경기도 의정부시와 경계점에 위치합니다. 1986년 9월, 경원선 창동~의정부 구간이 새롭게 개통되면서 전동 열차가 도입됐습니다. 개통 초기에는 도봉구와 의정부시 경계에 있던 다락원 마을의 한자 명인 '누원'을...",2021. 9. 29.
의정부 시내 우동 : 배키우동,"비 많이 오던 어느날 친구와 우동으로 점심 먹으러 다녀온 배키우동 주소 : 경기 의정부시 시민로122번길 28 1층 지나가면서 일본 느낌 물씬 나는 곳... 나서 여행이 너무나 가고싶어졌다... ㅠ 아쉽게 이날 생맥이 없어서 병맥으로 한잔씩 낮술 냉우동, 온우동, 덮밥, 카레 등등 많았지만 우린 둘다...",2021. 8. 31.
"즐기기] - 의정부 시외버스터미널, 자금동 주민센터 인근 벽화거리, 경기도 교육청...","의정부 시외버스터미널 ▶ 주소 경기도 의정부시 동일로640(금오동 369-5) ▶ 가는 방법 경전철을 타고 동오역에서 하차(2번 출구), (1-1번, 205-1번,118번)버스를 타고 의정부시외버스터미널에서 하차 2. 자금동 주민센터 인근 벽화거리 (2개의 장소에 조성되어 있음) ▶ 벽화골목 주소 의정부시...",2020. 10. 8.
의정부시 신곡동 이편한추동공원2차 아파트 매매 학군이 좋아 자녀두신분들에게 적극...,원미연 - 이별여행 (1990年) 명화공인중개사사무소 경기 의정부시 용현동 13 1층 명화공인중개사사무소 | 공인중개사: 임현근 전화 : 031-853-0123 | 휴대전화 : ***-****-**** 홈페이지: http://www.bang-moa.co.kr/product/view/72434,2020. 6. 23.
의정부 당일치기 (feat.스탬프팝),"경기 의정부시 부용로214번길 51-81 운영시간 : 매일 14:00~22:00 화요일~토요일 휴무 : 일요일~월요일, 법정공휴일 전화번호 : 031-828-8656 홈페이지 : https://www.uilib.go.kr/observatory/index.do 솔직히 요즘은 도시에서 별보기가 쉽지 않죠. 가까운 곳에 천문대가 있다면 들려봐야겠죠? 도심속 별자리!...",2021. 9. 2.
일상에서 미래기술을 경험하다! 의정부시 디지털 산책 퓨처쇼에 다녀왔어요!~,"안고 의정부시에서 2020년 11월 26일 부터 29일 까지 하는 행사에 첫날 부랴부랴 관심있어하는 중1 아들과 함께 다녀왔습니다. 경기도가 주최하고... 게임, 여행 등 900여 종의 다양한 콘텐츠를 360도 영상으로 생생하게 체험할 수 있는 ‘JUMP VR’ 콘텐츠로 구성되어 있었습니다. 저희 아들은...",2020. 12. 2.
서울 근교 드라이브코스는 자동차 여행 어플 롤로(ROLO)에서 한번에!,"자동차여행 하기 너무 좋은 곳들만 있다. 경기도 포천 드라이브코스 국립수목원 (경기 포천시 소흘읍 광릉수목원로 415) 카페 퍼르 (경기 포천시... 대신 남양주시, 포천시, 의정부시(송산1,2동 주민만) 관할 구역 사람들은 사전예약없이 가능하다. #국립수목원주차 #포천국립수목원 국립수목원...",2021. 10. 8.
우리가족 랜선으로 천체 여행하자!! 2020 경기도융합과학교육원 랜선천체여행접수...,경기 의정부시 체육로135번길 32 경기북과학고등학교 경기도융합과학교육원 북부기초과학교육관(의정부)을 소개합니다!!! 사친 출처 : 의정부시... 2020 온라인천체관측교실 1기 - 우리가족 랜선천체여행 접수안내 참여대상에 따라 행사 일시가 다르니 참고하시어 신청하시기 바랍니다. 1. 행...,2020. 7. 13.
매력가득 의정부카페,원래는 친구들과 여행을 가고 싶었었는데 시기 일정이 맞지 않아 카페에서 수다도 떨겸 방문하게 된 건데 ㅎㅎㅎ 따로 놀러 가지 않아도 될 만큼... 주소 : 경기 의정부시 송산로915번길 123 번호 : 031-841-4400 본 포스팅은 업체로부터 소정의 광고비를 지급받아 작성되었습니다.,2021. 7. 13.
[아파트 원룸 펜션 농막 등] KT스카이라이프 FTTH인터넷[동두천시 의정부시 일산시...,"매년 이맘쯤이면 시원한 계곡 또는 바다를 찾아 짧게는 당일 길게는 삼사 일간의 여행 계획을 세우곤 했는데 폭염도 폭염이지만 바이러스 때문에... 해서 본 게시글에서 소개 드리고 자 하는 KT스카이라이프 요금특화 결합 상품이라면 경기 북부 지역(동두천시, 의정부시, 일산시, 고양시)에서...",2021. 7. 30.
내가찜한 의정부 맛집 모음,"온누리장작구이 의정부산곡점 주소 : 경기 의정부시 송산로939번길 41-11 번호 : 031-841-9392 운영시간 : 평일 11:30 - 22:00 연중무휴 대표메뉴 : 모듬장작구이 A세트 40,000원, 오리장작구이 한마리 48,000원 이날 방문한 고깃집은 의정부휴게소에서 차로 5분쯤 이동하니 도착했어요. 입구쪽에는 건물만한...",2021. 4. 21.
아름다운 뷰가 있는 힐링공간,"국내여행으로 대체되어야 하는 요즘, 여행 기분을 낼 수 있는 뷰가 좋은 공간들이 많은 인기를 얻고 있다. 뷰가 좋은 맛집들도 있지만 역시... 주소ㅣ경기 의정부시 동일로150번길 114 전화ㅣ031-877-3654 영업시간ㅣ오전 10시~오후 10시 가평 <코미호미> 아기자기하게 꾸며진 내부 그리고 그 뒤에 넓게...",2021. 8. 23.
의정부 와인바 데이트 | 좋은밤,"의정부 와인바 좋은밤 메뉴 : 빠네 크림 파스타 15,000원 / 슈바인학센 29,000원 주소 : 경기 의정부시 외미로 100 회룡타운 2층 204호 전화 : 0507-1341-6651... 요즘같이 여행을 하지 못하는 시기에는 이런 이국적이고 분위기 좋은 술집이나 카페에서 시간을 보내는것도 하나의 데이트 방법인 것 같아요. 나름...",2021. 4. 16.
[의정부시 다세대(빌라)경매] 의정부동 6-34 리첸시아 (2020타경3461),"보행이나 여행의 차림 공항지구 ""공항시설의 보호와 항공기의 안전운항을 위하여 필요한 때 지정하며 당해 지구안의 건축제한을 항... [경기 의정부시 다세대(빌라)경매] 의정부시 호국로1331번길 65, 에이동 경매 # 2020타경3461 경매는 매매와 달리 진행부터 마무리까지 시간과...",2021. 3. 18.
의정부 신시가지 태국음식 : 아시안퀴진 아이엠네이쳐,친구가 놀러와서 같이 점심먹으러 다녀온 의정부 신시가지 아시안퀴진 아이엠네이쳐 주소 : 경기 의정부시 신흥로240번길 21 가연타워 101호... 해외 못가서 슬픈 요즈음 이렇게 음식으로 해외여행중.. ㅋ 향 센거 싫어해서 못드시는분들도 충분히 맛있게 먹기 좋은곳 뿌팟퐁커리랑 팟타이 먹어보러...,2021. 8. 7.
"의정부 카페 아를, 작은 프랑스에서의 잠깐의 여행","카페 아를 031-837-1717 경기 의정부시 동일로 204 매일 10:00 - 24:00 연중무휴 프랑스, 고흐 이곳은 의정부. 소문은 유럽 풍경이라지만 얼마나... ㅇㅅㅇ 이제 의정부 카페 아를을 뒤로하고~ 아쉬운 발걸음을ㅠㅠ 아주 잠시였지만 작은 유럽에서의 여행을 마친 기분이었습니다. 사진을 많이 찍어서 너무...",2020. 4. 13.
의정부 가볼만한곳 미술 음악 등 테마 도서관,"의정부음악도서관 위치 : 경기 의정부시 장곡로 280 운영시간 : 평일, 주말 10:00 ~18:00 (월요일 공휴일 휴무) 경전철 발곡역 2번 출구로 나오면 얼마... 거리가 있는게 아쉽지만 지나가게 되면 꼭 들를 예정이에요~!ㅎㅎ 의정부가 품은 다양한 테마의 도서관을 여행가듯 다녀봤는데 너무 좋았어요....",2021. 9. 10.
[중단거리 일주/특별기획]경기안성~화천 시내버스여행,일주일전에 했던 시내버스여행이 일종의 사전탐방에 가까웠다면 4월 15일에 한 여행은 본 편. P.S 대중교통승차시 마스크착용은 필수입니다!!!... (12:07)/경기도 의정부시 송산1동 거리-37.84/요금-800원 (서울특별시 송파구▷남양주시▷의정부시) 오면서 서울도심을 통과하여가는것이 관건으로...,2020. 6. 8.
의정부 놀거리 엑시트 방탈출카페,"자세히 0507-1436-8088 주소 경기 의정부시 행복로 22 4층 1의정부역 4번 출구에서406m 의정부 로데오거리 설빙건물 4층 지하철 5-3번 출구에서 로데오거리 방향으로 5분만 쭉 걸어오 시면 됩니다 : ) 영업시간 평일 11:00 - 22:30 연중무휴 가격표 2인 44,000원 3인 57,000원 4인 68,000원 5인 79,000원 6인 90,000원...",2021. 9. 7.
올리브영 구경해볼까?,"& 경기 의정부시 회룡로 178 매일 10:00 - 22:30 안녕하세요 가볼만한곳 양떼맘이에요 지난주 ""미술도서관"" 갔을적에 목이말라서 음료수 사먹을겸... 그래퐁 오 이것도 여름에 잇템인데 (방사선치료 할적에 유용하게 썼더랫어요) 이런게 구경하노라하면 일본여행이 너무 가고파요~~ ""돈키호테"" 도...",2021. 8. 10.
"의정부 아구찜, 신곡동 맛집 동오아구마을 해물찜 맛있어요",여행온 듯한 느낌이 살포시 들더라구요. 방역에 정말 신경 많이 쓴것 같다는 생각도 들었어요. 이렇게 유리칸막이로 좌석 분리해놓은것도..... 업체전화번호 031-821-9956 주소 경기 의정부시 추동로1번길 44 지번신곡동 676-5 영업시간 매일 11:00 - 23:00 홈페이지 http://blog.naver.com/agu_wook 편의시설 단체석...,2021. 6. 6.
[경기 의정부/의정부동] 반려동물 동반 가능한 의정부술집 로코하와이(하와이안펍),"로코하와이 하와이안 음식점&펍 주소 경기 의정부시 시민로 138 로코하와이, 경기 의정부시 의정부동 131-12 로코하와이 ⏰운영시간: 주말 13:00 - 02:00... 하고~해외여행 온 기분 만끽하기♡ 친구는 모히또를 주문했어요. 술을 단 한 모금도 먹지 못하는 친구거든요 근데 반전으로 진짜 존맛탱. 이런 제조...",2021. 8. 8.
미소지었던 의정부역 맛집,"여행 온 듯한 기분을 느낄 수 있는 이색 데이트 장소로 추천합니다. 5. 의정부역 야끼니꾸히로 꽃갈비 23,000원, 우설 20,000원 주소: 경기 의정부시 신흥로231번길 20 1층 7호,8호 영업시간: 매일 17:00~02:00, 일요일 휴무 전화번호: 031-826-9289 저녁에는 의정부 지하상가에서 걸어서 5분 거리에 있는 일식...",2021. 4. 22.
남양주 별내 호평 조명은 경기북부 최대매장 스토리라이팅에서~,"image 여행을 떠나도 결국엔 집으로 돌아오고, 지친 하루를 보내도 집에 돌아와 휴식을 취하는 것이 대부분의 사람들의 일상이다보니 진정한... 지역분들은 드라이브겸 찾아가시면 원하시는 종류와 가격으로 만족하실거에요~ 경기도 의정부시 버들로 29 1층 2동 소정의 원고료를 받고 작성했습니다.",2021. 8. 4.
반가웠던 의정부 술집 리스트,이번 여름휴가때 오랜만에 가본 곱창집을 포스팅하면서 경기도 의정부 술집 핫플 5곳을 정리해봤는데요 여행 계획 있으신 분들은 참고해보셔도 좋을것같네요. 2. 신흥로 육회 주소 : 경기 의정부시 신흥로237 3. 동일로 선지국 주소 : 경기 의정부시 동일로 640 4. 망월사역 사패산 주소 : 경기...,2020. 10. 10.
"문화재청, 2022년 지역문화재 활용사업 405건 선정","계양여행 <다시 만난, 多色 매력 우리고을> 30 울산 남구 도심 속 이휴정, 울산문화유산꽃피우다 31 울산 울주군 한민족 문화의 시원, 반구대계곡의 암각화군을 세계유산으로! 32 울산 중구 동헌씨의 발견2 33 세종 - 절재 김종서의 문무를 배우다. 34 경기 양주시 생생 In 양주관아, 양주목의...",2021. 9. 15.
[경기도민기자단] 책과 음악이 머무는 감각적인 핫플레이스. 의정부 음악도서관,"특별한 공간에서 누리는 즐거운 음악 여행이 여러분을 기다리고 있을 겁니다! 의정부 음악도서관 위치: 도서관 위치는 경기도 의정부시 장곡로 280(신곡동 724-1) 이용 시간: 화요일 - 금요일 : 오전 10시 ~ 오후 9시 / 토요일, 일요일 : 오전 10시 ~ 오후 6시 * 휴관일: 매주 월요일 및 법정공휴일 이용...",2021. 6. 30.
전국 맛집 모음,"혹여나 여행을 가시거나 지방을 가시는 분들은 한번 검색해 보시면 좋지 않을까 생각해 봅니다. 맛있는 식사하세요.. 희락반점 대전 중구... 평양면옥 경기 의정부시 평화로 439번길7 / 의정부동 385 냉면(물/비빔), 만두국, 접ㅈ시반두, 제육, 수육 정인면옥-미쉐린가이드2018 서울...",2021. 10. 3.
[경기도 의정부 여행] 더운 여름! 의정부에서 시원하게 보내기!,● 위치 : 경기 의정부시 장암동 백석천 백석천은 1990년 도시개발 당시 하천생태기능이 정지되어 시민들의 발걸음이 닿기 어려운 곳이었습니다. 그러다 2009년 환경부 도심하천 생태하천 프로젝트인‘청계천+20 프로젝트’에 선정되어 국비 지원 등을 통하여 복원되어 사시사철 물이 흐르는...,2020. 8. 20.
"[경기IN] 안병용 의정부시장, 시보건소 방문..코로나19 확산 방지 총력 대응 당부",[경기IN=오효석 기자] 안병용 의정부시장은 9월 27일 의정부시보건소를 방문해 코로나19 확진자 발생 동향과 주요 집단감염 대응 상황 등을 보고... 연기하고 여행이나 모임 또는 다중이용시설을 이용한 후에는 가까운 선별진료소를 찾아 선제검사를 할 것”을 당부했다. <저작권자 ⓒ 경기IN...,2021. 9. 28.
