header,contents,date
경남 창원 가볼만한곳 : 진해 내수면 환경 생태공원,그 공원들은 극히 일부를 제외하고 가볼만한곳 으로 방문가치가 떨어지는 부적격 여행지들 인데요 경남 창원에도 공원이 참 많더군요 창원에... 지만 마산시와 창원시가 통합되어 창원시 진해구로 편입되기전에는 진해시 였습니다 2008년 진해시에서 유수지 주변 자연환경을 보전하기위해...,2020. 8. 2.
[경남 창원 / 창원 랜선 여행] 도심 속의 댐 창원 봉암저수지,"그보다 규모는 작지만 경남 창원시에도 댐이라고 할 수 있는 곳이 있는데 바로 봉암수원지입니다. 봉암수원지는 버스정류장과 가까이 있어서 쉽게... 읽히는 한자도 있고, 모르는 한자도 있어서 모든 내용을 파악하기는 어렵지만 지금은 역사 속으로 사라진 ‘마산시장’명의의 현판입니다. 이의익...",2021. 3. 22.
[차이나 라운지/CHINA Lounge] 한국 지명과 똑 같은 중국 지명들,"진), 경남 마산시와 광서성 마산현(馬山縣 : 마 산 현), 경기도 고양시와 하북성 보정시 고양현(高陽縣 : 까오 양 현), 대전시와 복건성 삼명시 대전현... 이외에도 한국과 중국은 더 많은 행정 지명과 자연 지명이 있들 것으로 생각된다. 중국 여행을 하게 되면 주의 깊게 보는 것도 여행의 묘미가 아닐까?",2021. 8. 1.
동화책 속 세계여행 - 세계일러스트 거장전 (마산 3.15 아트센터),이런 때는 그저 유연하게는 재미있게도 읽을 때까지 곁에서 잠시주는 것입니다. ^^ 상상 도서관 거북이 ~ (웃음) 전시관을 나오면 바로 옆에 상상 도서관이 있으므로 ... 도서관에 두루루쇼소 아이처럼 그림 동화 몇권 읽고 가시는 것도 좋을 것 같습니다 ~ 경남 마산시 양덕 2 동,2021. 4. 23.
경남 남해-진주-합천 2박3일 여행 (2일차-2)_남해 대청마루 - 보물섬 전망대 - 독일마을...,"진주 문산 성당 - 1905년 마산시 본당 관할 공소에서 본당으로 승격되었으며 1913년 문산 본당으로 개명, 초대 주임으로 쥴리앙 마리오 신부가 부임한 곳 이라고 합니다. 코로나로 인해 임시 출입 금지라 아쉬웠습니다. 12. 마산교구 복자 정찬문 안토니오 순교성지 및 사봉공소 - 안토니오 순교성지로...",2020. 7. 6.
고성군의 관광지 소개입니다.,"북동쪽으로 마산시, 서쪽으로 사천시, 남쪽으로 통영시, 북쪽으로 진주시에 접하고 있어요. 남동쪽과 남서쪽은 한려수도에, 북동부는 진해만의... 감사합니다♥ #국내여행 #경남고성 #경남고성여행 #경남고성가볼만한곳 #경남여행지추천 #경남여행 #통영여행 #통영 #통영가볼만한곳 #경남캠핑...",2021. 6. 13.
[8년 전 오늘] 경상남도 창원시 무학산종주 국수가 정말맛잇엇다-기차여행,8년 전 오늘 경상남도 창원시 무학산종주 국수가 정말맛잇엇다-기차여행 무학산 경남 창원시 마산회원구 내서읍소재 학모양으로 펼쳐진 봉우리들 마치 학이나는 모습같다고한다 예전엔 장백산으로 불리워졋구 마산시를 감싸고잇다고한다 동래치철서 09시에 만나 마산시외버스09시25분...,2020. 10. 2.
"진주당일여행: 문산성당, 강주연못, 진주성, 살롱드인사","진양호와 경상남도 수목원, 진주향교, 토지주택박물관과 진주청동기문화박물관이 있다. 메타쉐콰이어길은 경남수목원이 더 좋아요^^ 음식으로는 진주비빔밥, 진주 냉면, 진주 헛제사밥, 진주장어구이 등이 있다. 조용하며 힐링하기 좋은 도시 진주로 여행 한 번 해 보세요~~~ 오늘도 행복한 하루!",2020. 6. 26.
부산·경남에서 20년간 활동한 아담슨선교사,"부산시 중구 동광동 5가 26번지(本町 5丁目 26)에 아담슨 부인(Eliza Annie)의 묘가 있었으나 멸실 되었으며, 현재 마산시 합성2동 1번지... 1894년부터 1909년까지 부산을 중심으로 활동하였으며, 1910년부터 1914년까지는 마산을 중심으로 서부 경남지역에서 활동하였다. 1894년 7월 15일...",2021. 1. 25.
마산 댓거리 마사지 여기에서 힐링하기,<강남마사지 > 경남 마산시 해운동 63번지 3층 (월드락볼링장 건물) (마산 댓거리 맥도날드 맞은편 뜌레주르건물 3층) 예약문의 : 055-719-2558 그래서... 요즘 해외여행도 못가고 있는데요~. 가족끼리 모시고 가면 참 좋을것 같아요~ 이국적이고 퇴폐적인 분위기도 아니어서 마음에 들었습니다.방 수로는...,2021. 3. 15.
"창원진해비전시티우방아이유쉘 분양가, 모델하우스 찾아서 쑹! 진해아파트","부산, 경남으로 여행을 갔었는데 대박 우리 일행은 마스크를 벗어던지고 행복한 여행을 했어요 한동안 경상도 쪽으로 삶의 터전을 옮겨볼까... 창원시, 마산시, 진해시가 행정구역 상 자율 통합으로 거대도시 창원시 대도시로 ~ 동쪽으로 김해시 부산시 북쪽으로 밀양시, 창녕군, 함안군, 서쪽으로...",2020. 5. 19.
[자전거 여행 ] 자전거 전국 여행 29일차 부산에서 마산 그리고 진주,"부산에 도착하고 일본에 갔다와서 다시 자전거 여행을 시작했습니다. 마산시인줄 알았는데, 마산 진해 창원이 창원시 하나로 다 합쳐졌더라고요.... #창원시 #마산구 #부산시 #마산 #창원 #부산광역시 #부산 #경상도 #경상남도 #경남 #자전거여행 #자전거수첩 #자전거스탬프 #자전거도장 #국토교통부...",2020. 11. 5.
[나만 알고 싶은 한우직판장] 마산어시장 안동봉화한우직판장 여기 진짜 찐맛집!! 넘사벽...,"주소 : 경남 마산시 신포동2가 12-2번지(8호) 영업 : 매주 화, 수, 금, 토요일 소잡는 날만 영업합니다. 작년에 가족여행으로 거제여행 갈 때 해산물과 쇠고기로 바베큐를 하기 위해 마산어시장에 갔다가 찾은 찐찐맛집 한우전문 식육점을 소개하려 해요. 집에서 어시장까지는 자차로 30분정도...",2021. 1. 21.
고향의 맛이랄까. 오동동아구할매집,그래서 아버지 고향으로 여행을 떠났더랬죠. 선산도있고 추억이있는 경남 마산시 오동동을 갔었습니다. 자자. 마산으로 GO! 마산마산 말만들어봤지 나는 본적은 마산인데 처음가본 마산이었다. 궁금함을 가지고 출발했음. 근데 올해 2020 여름.. 최악으로 비가많이오는 한해. 끝없는장마와...,2020. 12. 10.
"발해 건국지 동모산, 일송정과 해란강은 어디에","백두산 여행 - 일송정 용문교 해란강 용정중학 등 일송정, 출처; 다음블로그 거문도 유림해수욕장. 원래 일송정은 정자모양의 소나무였다.... 제기되어 마산시가 10억여원을 들여 완공을 눈앞에 두고 있는 기념관과 테마공원 조성을 중단하고, 사실 규명부터 먼저 해야 한다는 주장이 제기되었다....",2021. 4. 17.
[2년 전 오늘] 창원시 마산 콰이강의 다리/저도 스카이워크,"2년 전 오늘 창원시 마산 콰이강의 다리/저도 스카이워크 지난 1월 24일, 친구들과 함께 경남 창원(昌原) 여행을 다녀왔다. 경남 창원시는 2010년 7월 기존의 창원시와 마산시, 진해시를 합하여 창원시로 통합되어 지명이 다소 헷갈리지만, 옛 표현대로 하자면 구(舊) 마산시 여행을 다녀온...",2021. 1. 29.
경남 갈만한곳 창원 콰이강의 다리,#경남갈만한곳#창원갈만한곳#저도연륙교##저도스카이워크 경남 창원쪽으로 봄꽃들이 많이 피어 봄여행으로 다녀와도 좋을듯한데요 따로 주차비나... 일대는 마산시 자연발생유원지로 지정되어있다고합니다. 그럴것같이 맑고 깨끗하고 경치도 좋고 꽤 괜찮았습니다. 여러가지로 잘 조화가 되니...,2020. 4. 1.
"(정치,인물인)[옛사진 추억여행] 고 노무현 전 대통령 12주기","노무현 사료관에 따르면 이날 그는 ""지난 7월 마산 한국소와 노동자들의 총회 소집권자 지명 신청 결정을 경남지방노동위가 지연시킨 것은 명백한 위법으로 이로 인해 벌어진 노동쟁의에 대해 경남지방노동위와 서명 날인자 진위 확인을 미룬 마산시가 책임져야 한다""고 발언했다. ▲1990년 5월...",2021. 5. 22.
"[경남 마산] 마산 당일치기 맛투어(ft. 마산아구찜, 육이오떡볶이, 마산빵집)",마산에 여행을 와야할 이유를 남겨두었습니다 :) 그리고 나서 마산 시내를 조금 걸어다니면서 여러가지 구경도 하고 배를 조금 꺼뜨렸습니다!... 정말 맛있게 잘 먹었습니다 ㅎㅎ 양도 많아서 두명이서 두번에 나눠서 먹을 수가 있었습니다~ 인심도 푸짐하죠 ㅎㅎ 태어나서 처음으로 가보았던 경남...,2021. 8. 17.
바처구처의 주유천하 1.024.창원시 마창대교,"옛 마산시, 진해시와 김해군의 일부를 하나의 도시로 통합하여 거대한 도시가 된 것이다. 행정구역은 의창구·성산구·마산합포구·마산회원구·진해구의 5개 구에 2읍 6면 54동으로 이루어져 있다. 1983년 부산에 소재하고 있던 경남도청이 창원으로 이전했고 그에 따라 산업 도시와 행정 중심...",2020. 11. 7.
간단한 출생의 비밀,할아버지 고향은 경남 의령이었음... 어렸을때 그래서 맨날 추석/설이면 으령가자 으령 이게 아직 내 귓가에 맴돔.. 어쨌든 6.25 당시 마을내... (할아버지는 당연히 약사 아니지 ㅋㅋ) 이맹희-이창희-이건희 약방을 해서 번 돈으로 마산시에서 여러 사업들을 함... 일본으로 뭐 먹는거 수출하는 공장도...,2020. 3. 4.
"[경남도민뉴스] 창원시, 로봇랜드가 달라졌다! 올겨울 꼭 가봐야 할 여행지","정부가 2007년 11월 마산시를 로봇랜드 예비사업자로 선정한지 12년만인 2019년 9월, 천혜의 바다 경관이 내려다보이는 창원시 마산합포구 구산면... 우주여행을 체감할 수 있는 우주항공로봇관 등 로봇을 매개로 관람객 흥미를 이끈다. 놀이시설 중 단연 최고의 인기는 어드벤처 구간에 있는...",2021. 1. 18.
마산청량산 갈마봉 건강 숲길 밤밭고개에서 덕동 mbc 경남 아침의 행진 방송,경남대학교 근처 월영동 밤밭고개 삼거리 통영 만지도 &마산돝섬 섬장오용환 마산 돝섬에서 바라보면 바다건너 맞은편 청량산 중턱에 하얀 실... 황사 여파로 조금 뿌옇게 흐려 아쉽지만 무학산 정상과 마산 시내와 돝섬을 볼 수 있었다 소나무와 참나무 그리고 진달래가 있는 숲길이 아름답다...,2021. 3. 30.
"이지미조힐링리조트 김종민 회장(경남검도회 전 회장), “나의 희망은 소외된 이웃과...","남해 설리 스카이워크와 보물섬 전망대는 남해 여행 코스로 인기가 많은 곳이다. 특히, 대명 소노 호텔&리조트가 앞으로 준공 될 예정이서 남해... 100포대를 마산시에 기증하기도 했다. 특히, 김종민 회장은 과거 제47대 마산로타리클럽의 회장을 역임하면서 왕성한 봉사활동을 이어나가기도 했다....",2021. 4. 2.
"황량한 상점가에서 활력 넘치는 예술촌으로, 마산 창동예술촌",창동사거리 인근 '학문당'은 마산 시민의 약속 장소로 유명하다. 1955년 개업해서 아직 영업 중이다. 학문당 골목으로 들어서면 3·15의거를... (여행작가) #경남여행#경남관광#경남가볼만한곳#경남축제#6월추천가볼만한곳#창원여행#창원가볼만한곳#창원관광지#250년골목길...,2021. 6. 10.
"창원 마산 가포 댑싸리,코스모스 볼수있는곳! 가포로 가고파꽃의 정원",꽃의정원에 화장실이 없어요ㅎㅎ 마산 합포구 가고파 꽃의정원 10월 끝나기 전에 다녀오세요 창원 주남저수지도 다녀왔는데 다음 폿팅에서 만나요 창원주남저수지 #경남코스모스댑싸리 #창원코스모스 #마산댑싸리 #가고파댑싸리 #가포로가고파꽃의정원 #창원가을여행 #마산시합포구 #창원주남저수지,2020. 10. 21.
바처구처의 주유천하 1.025.왜 마산이 민주의 성지인가,여행 일시-2020-10-07-수요일-제3일차 주행거리 224.3 km 확대한 것임 http://culture.changwon.go.kr/index.changwon?contentId=9 1990년 통합 이전의 마산시에 합포구와... 마산 여양리 뼈무덤 발굴과 보도연맹 학살사건 2002년에 온 태풍 '루사'로 인해 경남 마산시 진전면 여양리 둔덕마을 산태골에서는 무더기...,2020. 11. 8.
경상도 봉찍기 9th/거제 가라산 최단코스...조망이 썩~,"북쪽으로 진해시·마산시·고성군, 서쪽으로 통영시를 마주하고, 남·동쪽으로 남해를 굽어볼 수 있다. 부산 영도가 지척이고 갠 날은 쓰시마섬[對馬島]이 가물거릴 만큼 조망이 뛰어나다. 2020.04.07(화) 경남 봉찍기 9th 노자산에서 가라산 등산로 입구인 탑포마을까지 탑포마을입구 1.3키로...",2020. 4. 7.
경남 마산의예술촌,"자박자박 원도심 골목여행,창동예술촌 로봇랜드만으로 여행을 끝내기 아쉽다면 옛 마산시의 중심지,창동으로 골목 여행을 떠나보자. 옛 도심의 골목길을 예술촌으로 재탄생시킨 창동예술촌에는 아기자기한 벽화길과 빈 상점에 둥지를 튼 공방들이 미로처럼 얽혀 있다. 헌책방,양과점,분식점...",2020. 3. 15.
장제스 다녀간 영해루.명동 안부러웠던 창동…'근현대사 박물관'을 걷다 [경남 창원],"■ 마산시와 진해시는 2010년 7월 1일 통합시 출범으로 창원에 빨려 들어갔습니다. 창원과 마산, 진해가 합쳐져 통합 창원시가 출범하면서 마산의 행정구역은 경남 창원시 마산합포구와 마산회원구로 바뀌었고, 진해는 창원시 진해구가 됐습니다. 100만 인구의 거대도시 탄생에 대한 기대가 없는 건...",2021. 1. 30.
한국의 아름다운 길 100선. 무주 구천동 국도 37호선 드라이브 코스로 추천,"무주 여행지에서 만난 환상 드라이브 코스. 무주 구천동 입구 경승지인 라제통문에서 신풍령 빼재까지의 국도 37호선입니다. 한국의 아름다운... 해안도로 경남 고성군 동해면 양촌리 ~ 마산시 진전면 창포리 (국도 77호선 ) 088 만남과 문화의 거리, 나혜석 거리 경기도 수원시 팔달구...",2021. 8. 21.
고려 충선왕이 티벳으로 유배간 이유는?,"""지금은 탁주시(涿州市-줘저우)로 승격되었는데, 북경에서 중국의 남방이나 서쪽으로 여행할려면 남쪽으로 내려오게 되는데, 첫 번째 있는 도시라 할 수 있습니다."" - 지영재 박사(전 단국대 중문학과 교수)- ↑탁군을 지난 경유지들도 시(詩)를 통해 가능하다. 그 길을 모두 연결하면 이렇게 된다....",2021. 9. 9.
도시탐방대 가을여행,▶옛크리스탈 호텔앞 경남도의료원 앞길은 진주로 가는 국도였다. ▶1909년 조선의 마지막 왕 순종의 어가길이기도 하다. ▶마산 조산인의... 옛 마산시의원. 부모로님으로 부터 이어가고 있는 유산의 자택. 엄청난 동아시아 유물 수집가. 일본식 가정 원형을 고스란히 간직하고 지켜가는...,2020. 11. 3.
"항구여행《남해 동부》마산 동진항, 지족항, 사천 중촌항, 통영항","진동항은 우리나라 최초의 미더덕 양식 .마산시가 2010년 7월 창원시, 진해시와 통합되어 창원시가 되었다. 마산이란 이름은 마산합포구, 마산회원구로 살아남았다. 고현리는 미더덕 덮밥으로 유명하다. 바다의 더덕' 미더덕이 제철인 4~5월이면 경남 창원시 마산합포구 진동면 고현...",2021. 5. 11.
"고성 상족암, 상족암 둘레길, 상족암 공룡발자국,상족암 공룡길,,상족암,2021.3.18.","경북 의성군 금성면의 제오리·탑리·만천리·승방리, 군위군 우보면 나호리 도로변, 경남 함안군 여항면 외암리, 마산시 진동면 고현리, 진주시 내동면 유수리, 하동군 금남면 수문리 해안, 울산 언양읍 구수리 태화강변 일원 등이다. 교통, 숙식 등 여행에 필요한 기초 정보 상족암은 고성군 하이면...",2021. 3. 19.
신세계 사업내용,"서너번 읽어보려고 copy해 둔다. 작성일 2021년 5월 7일 금요일 II. 사업의 내용 1. 사업의 개요 회사는 수익을 창출하는 재화와 용역의 성격, 시장 및 판매방법의 특징, 사업의 계속성 등을 고려한 영업부문별 경영성과를 적절히 반영할 수 있도록 백화점사업(신세계, 동대구복합환승센터, 대전신세계)...",2021. 5. 7.
김해 아이랑 가볼만한곳 / 진영에 위치한 베니주니 키즈카페,"커졌지 마산시, 창원시, 진해시가 따로 구분되어 있었을때는 마산 창원 진해시가 가장 면적이 작았었겠구나.. 아아아.. 괜히 경남 지도보다 산으로... 투어다니고, 여행다니는 것 ! 그 꿈 이루워질것 같긴 하다 블럭 존 큰 블럭, 작은 블럭 여기는 블럭놀이를 할 수 있는 공간이고 여기서 가장 인기가...",2021. 10. 5.
경남 창원 마실 : 수향(맛집). 창원향교. 한샘 서실,"모임 회원 6명 대중교통을 이용하기로~!ㅎ 노포동 시외 터미널에서 만나 창원으로 여행의 맛을 느껴보기로 했다.~!ㅎ 단체로 버스 표를 구입해... 마산시 합포동에 있다가 임진왜란 이후에 현 위치로 이건 했다. 조선 후기 전학 후묘 형식의, 향교 배치 특징을 보여주는 곳이다. 대성전, 명륜당, 동무...",2020. 1. 13.
한 줄로 읽는 역사 속 오늘. 7월 1일,"01 조선총독부, 학생들의 만주·중국 여행 금지 1941 07.01 조선주택영단 창립-6만 호(영등포·돈암동·방동·신길동·상도동) 건설... 01 경남 창원시·마산시·진해시, ‘창원시’로 통합 2010 07.01 외국파병 전담부대 국제평화지원단(ROK-PKF)(온누리부대) 창설 2010 07.01 태양...",2021. 7. 1.
"[창원보름살기] 창원의집, 창원역사민속박물관 (7일차, 7월 4일)","경남대표도서관 어제 언제 비가 내렸냐는 듯 여기 웹툰관도 있다. 다문화 코너도 있고, 임산부 라운지도 있고. 지역 도서관이 해야 할 일이... 진해시와 마산시, 창원시가 합쳐져 창원통합시가 된 배경과 그런 창원의 이모저모를 소개해 주기로 하므로, 창원 일대를 여행할 때 가장 먼저 들러봤어도...",2021. 7. 5.
창원 장거리이동 인천공항방역택시로 안심이동,"창원시는 기존의 창원시와 마산시,진해시가 통합하여 만들어진 경남의 대표 도시입니다. 김해,부산,밀양,창녕,함안,진주 고성,거제와 인접해 있어서 남해를 여행하실 때 함께 둘러보면 좋을것 같습니다. 코로나로 인해 4인이상 집합금지이니 단체여행은 힘들것 같고 우리가족끼리만 함께...",2021. 8. 9.
경남 1박2일 가족여행,마산시만남의광장,2020. 7. 30.
창원 여행 ; 그랜드 머큐리얼 앰배서더 창원(구 풀만호텔),곳 경남 지역도 코로나 19 여파로 인해 로비에 위치한 식당을 운영하고 있지 않습니다 뿐만아니라 라운지 또한 시간을 축소하여 운영하고... 본인이 여행하는 곳의 위치가 이전의 마산시나 진해시의 위치인지 잘 보시고 숙소를 선정하는것을 추천드립니다 이상으로 창원 그래드 머큐리얼 앰배서더...,2020. 3. 23.
< 응답하라 1994 >,응답하라1994 등장인물 성나정女/컴퓨터공학과 1학년/1975년생/20세/現39세/경남 마산시 “내는~ 대학가믄 이상민 오빠랑 연애 할끼다” 수업엔 늦어도 상민오빠 연습시간은 칼같이 챙기고 전공수업은 빼먹어도 상민오빠의 출석체크엔 목숨을 거는 연대 농구부 아니 정확히는 연대 농구부 이상민...,2021. 1. 11.
우리나라 기초자치단체,"언젠가 이 모든 기초자치단체를 여행하리라... 우리나라 지자체 순 광역 기초 비고 1 서울 강남구, 강동구, 강북구, 강서구, 관악구, 광진구... 16 경남 거제시, 김해시, 마산시, 밀양시, 사천시, 양산시, 진주시, 진해시, 창원시, 통영시, 거창군, 고성군, 남해군, 산청군, 의령군, 창녕군, 하동군...",2021. 3. 30.
5월 경상남도 문화예술달력 나왔다,음악 여행 2021-05-11 2021-05-11 19:30 3·15아트센터 소극장 창원 경남쳄버쏘싸이어티 제41회 정기연주회 차세대 작곡가의 밤 2021... 제14회 마산시인 대표시 시화전 및 사화집 발간 2021-05-15 2021-05-21 창원시 임항선 시의 거리 창원 제18회 창원청년아시아미술제...,2021. 4. 27.
창원 마산 가볼만한곳 어린 아이들에게 딱! 로봇랜드,"그래서 원래 마산시였던 이곳은 창원시 마산합포구로 변경되었어요. 옛날사람인 저는 그래도 마산이라고 불러야 할 것 같아서 창원 마산 둘 다 표기했어요. 암튼, 창원 마산 여행 중 아이들과 가볼만한 곳을 찾다가 여길 찾아냈죠. 바로 로봇랜드예요. 티켓을 끊고 입장하면 먼저 키를 측정한 후...",2021. 3. 30.
마산 댓거리 찜집 푸짐한 양은 기본인 큰손할매아구찜,"항상 신랑에게도 좋은 말을 많이 해주시고, 여행이나 캠핑으로 가족이 함께 만나고 있답니다. 큰손할매아구찜의 대표적인 특징은 양이 푸짐하면서... 큰손할매아구찜 반월중앙점 마산시 합포구 문화북4길 36 함흥집 위쪽에 위치하고 있으며, 미리 예약하시면 주차도 편하게 하실 수 있답니다. 요즘...",2021. 4. 26.
"아홉번째이야기, 내서미식회 자문회의를 진행했어요~","자문회의는 '경남지체장애인협회마산시지회' 관계자 분과 함께 이루어졌습니다! 참여자를 대표하여 보행장애인 1명, 자원봉사자 1명, 사회복지사... 사업은 경남사회복지공동모금회의 지원을 받아 진행하고 있습니다. #보행장애인 #휠체어 #장애인 #여행 #문화접근권 #보행장애인 #경상남도맛집...",2020. 7. 3.
진해도로연수(율하 장유)운전연수 여자강사보다 훨씬 낫다!!!,마산시 양덕동 경남아파트 김♡♡님의 평일속성반(하루5시간×2일간) k5 자차 캐캐묵은 20년된 장롱면허야 있지만 운전석만 걸터앉으면 마냥 목석이... 안전운전하면서 여행을 자주 다녀야겠네요^^ 친절하게 알려주신 대표강사님! 정말 감사했습니다~! 대박나시고 건강하세요 오늘은 초보운전자가...,2021. 2. 4.
마산 괭이복집 복국 맛있어요,마산시명물음식점 이라고 해요~ 최고의 명품 맛집 ㅎ 여기 반찬들도 참 맛있었어요! 티비에도 많이 방송되었던 괭이복집 이네요~ㅎ 복어는... ㅎ 아이들이랑 함께 다녀왔던 마산여행 마산하면 복국이죠 ㅎㅎ 괭이맛집에서 점심식사 잘했어요 ㅋ 경남 창원시 마산합포구 오동동10길 1 055-242-5806,2021. 6. 5.
